vel_x_norm,vel_y_norm,vel_x_max,vel_y_max
0.18543033,0.03148357,0.43670198,0.20292433
0.36794394,0.06395138,0.80372745,0.39664438
0.44496447,0.08101927,1.064331,0.5112606
0.49559134,0.06734418,1.0263094,0.4413482
0.8763159,0.16082096,2.3377488,1.1252539
0.48605365,0.07584781,1.0467684,0.46470523
0.5542718,0.08539433,1.356284,0.6183174
0.78986454,0.13200943,1.8438101,0.93371004
0.49434033,0.08432212,1.1240307,0.58792514
0.8933013,0.15084743,1.8646883,0.96806306
0.18912458,0.039441586,0.58306193,0.3382028
0.22773573,0.036418024,0.525734,0.24800369
1.005756,0.19014996,3.0391796,1.1482677
0.52336055,0.0752131,1.1899319,0.545554
0.26220247,0.047221813,0.6184993,0.29093224
0.62301946,0.10211058,1.5192204,0.6887498
0.31551078,0.051670723,0.83138746,0.3955553
0.46469584,0.078502536,1.339194,0.53896916
0.88787663,0.13689147,2.1949756,0.9755671
0.25681338,0.045061458,0.587065,0.27859414
0.78259313,0.14004782,1.6469477,0.8537701
0.5651708,0.10361625,1.2444277,0.6174795
0.31597596,0.048264787,0.7854943,0.38582194
0.69116837,0.13364017,1.571087,0.86163366
0.9702637,0.18754046,2.4356644,1.2342639
1.1735462,0.17105523,2.399118,1.1631117
0.5767515,0.099030025,1.3699056,0.6357311
0.21398407,0.036479916,0.56044334,0.27128232
0.41349095,0.06709727,1.0505183,0.52323955
0.17343503,0.033472996,0.42573684,0.21506555
0.89381343,0.14295876,1.8870087,1.0617161
0.71382964,0.12617615,1.5044463,0.79703784
1.2182068,0.22266884,2.792427,1.5275718
0.6473606,0.12219036,1.5849599,0.776206
0.1974139,0.03162786,0.4343507,0.19034636
1.0754237,0.20549911,2.556823,1.3362744
0.7103259,0.110379696,1.4975698,0.72041374
0.2617162,0.040632516,0.5482177,0.24271138
0.6707474,0.10148004,1.4486982,0.69133615
0.5703515,0.09734786,1.490124,0.64800084
1.1002837,0.20881505,2.7494624,1.3332049
0.5100974,0.101256065,1.494548,0.76196
0.39626068,0.061585646,0.8510519,0.3913381
0.7411205,0.14195819,1.7091044,0.85155827
0.9869655,0.16431789,2.1002,1.0031571
0.2876624,0.05323781,0.6844862,0.33297637
1.187014,0.20412743,2.48916,1.243136
0.9155818,0.16749337,2.0337865,1.0345793
0.8169842,0.13728309,1.731079,0.8341525
1.2853444,0.2637783,2.995842,1.6204598
1.0275774,0.1937237,2.461418,1.252348
1.0444009,0.22410588,2.4596694,1.3715411
0.9993518,0.18676491,2.5809393,1.1143116
1.1509796,0.17943704,2.366976,1.0329967
1.2400986,0.25561765,2.9895518,1.5847366
0.26345295,0.041917823,0.6871142,0.30392525
0.5004101,0.08925875,1.1300495,0.5618898
1.2197667,0.21046185,2.5302572,1.3203521
0.4344733,0.07375889,0.9746544,0.4733272
0.833237,0.1332344,1.8961952,0.90174174
0.91088,0.15468732,2.191757,1.0413064
0.736887,0.14085934,1.760321,0.88818955
0.5558911,0.10263244,1.2471001,0.6641796
0.31419477,0.05218069,0.7614335,0.3511993
1.287052,0.24474613,2.7494187,1.4662635
0.28798518,0.044480097,0.63471806,0.27975658
1.0136515,0.1737817,2.3671882,1.2252352
0.35441718,0.059591033,0.7866352,0.35206863
0.937271,0.14399469,1.9900758,0.84708345
1.374211,0.27648863,3.6958349,2.1137502
0.36182794,0.06500464,0.844838,0.41557455
0.45423,0.093059525,1.1961255,0.66986996
1.0618246,0.17661826,2.4902263,1.2594036
0.271402,0.040540535,0.58952874,0.25583938
0.5784978,0.10920786,1.4487652,0.75387365
0.8225429,0.17867473,1.9047915,1.0316064
0.17540747,0.02697578,0.40262845,0.1831543
0.39293373,0.06270294,0.8321634,0.3572204
1.098989,0.15854515,2.3140259,0.99782693
0.3006322,0.050946414,0.75595105,0.33982292
0.29277065,0.04029764,0.6161724,0.2645036
1.1319015,0.23231634,2.710017,1.4686831
0.51436806,0.089795046,1.1166745,0.55674744
0.46311948,0.07378345,1.111705,0.5730482
1.2182146,0.24924022,3.0302446,1.6922508
1.1033393,0.21491317,2.3801272,1.2675564
1.1835606,0.23999734,2.8463764,1.4971232
0.7891883,0.14406516,1.7668248,0.9714305
0.69047207,0.12678324,1.5110396,0.7616796
0.8544635,0.13623954,1.8188161,0.77583194
0.9045373,0.15715933,1.8824518,0.9541447
0.41895854,0.07135176,1.0316671,0.4924621
0.23367675,0.035762243,0.5181984,0.23609447
0.23619571,0.039885987,0.6039616,0.2702578
0.5815601,0.093739845,1.204149,0.5845683
0.7532328,0.13473669,1.826002,0.84372145
0.21830378,0.040040247,0.5105505,0.25033957
0.4996028,0.07557507,1.1200377,0.51658297
0.5331128,0.08323784,1.384698,0.6910974
0.37123254,0.06961867,0.83874404,0.44659933
0.6004191,0.08577775,1.2583617,0.6204995
1.3368281,0.1808907,3.6147287,1.5288721
0.7428798,0.12630525,1.5790206,0.84405965
0.84098077,0.13280483,2.1082513,0.9299788
0.26862547,0.04406923,0.6761472,0.30532607
0.5577611,0.088004164,1.3318038,0.68057317
0.24543022,0.03547594,0.61761755,0.27575174
0.27550888,0.04678599,0.68171406,0.31186333
0.8282658,0.12486273,1.9274174,0.8991269
0.4186459,0.07205715,1.0487617,0.5623552
0.8975168,0.15488563,1.870401,0.96404624
1.0056974,0.20739253,2.6376905,1.1594766
0.6038572,0.087153606,1.4902279,0.6840111
0.17560346,0.03187476,0.42393428,0.1975868
0.25475422,0.03702698,0.54776824,0.23903696
0.42905083,0.077830404,1.0465634,0.49244022
0.8608773,0.14499183,1.9443862,0.94615394
0.68757606,0.108634435,1.4244556,0.6187595
0.30214664,0.052928217,0.71658283,0.34097698
0.6169635,0.09282756,1.4864799,0.6823073
0.390645,0.069009654,1.2919207,0.511638
0.44304535,0.073250204,0.965476,0.4819619
0.97910076,0.14204507,1.9748746,0.8436259
0.5709284,0.102417745,1.2678719,0.64738286
0.8587228,0.13780773,2.0596983,0.9463562
0.90437853,0.19557814,2.1875846,1.2616532
1.0878538,0.23925367,2.7019,1.7290214
0.28222397,0.04223197,0.6291601,0.27680576
0.8879146,0.18054914,2.0587618,1.0853871
0.8794458,0.15016429,2.2670069,1.0229882
0.24777429,0.035071466,0.5303386,0.22794542
0.69413006,0.11102707,1.6301149,0.82516205
1.1005762,0.20861733,2.4100926,1.3293889
0.6713803,0.110790215,1.3653674,0.6615245
0.24378073,0.043724198,0.58033454,0.2757021
1.1296064,0.21159922,2.695315,1.4589983
1.1054425,0.19727132,2.376587,1.1460465
0.28595245,0.04590867,0.615771,0.27123168
0.7877527,0.13248521,1.6340034,0.84734786
0.33601972,0.04877303,0.8492278,0.37912482
0.4218334,0.081407085,0.9749243,0.52566844
0.81472313,0.16691786,1.8393027,1.0197564
1.2623143,0.22774544,2.729739,1.3161701
0.26467362,0.039469406,0.554335,0.23881966
0.7796693,0.12982877,1.8288349,0.88081783
1.1919913,0.24268845,2.618085,1.4242857
1.1271213,0.20388365,2.416331,1.1969354
0.35159698,0.061493997,0.80892706,0.39282048
0.6337228,0.1103867,1.3376069,0.68154997
0.26495644,0.04446104,0.62264824,0.29018846
1.0794257,0.20681225,2.435839,1.2590382
0.6838041,0.112196125,1.6586607,0.747773
1.2439176,0.22353847,2.8739023,1.5280654
0.77324694,0.15117876,1.758777,0.8964261
0.46563825,0.088261046,1.0761876,0.56273055
0.3566588,0.061536398,0.7812503,0.38453725
0.21850944,0.034933865,0.5828109,0.25350988
0.7591662,0.1261221,1.6064655,0.75428605
0.55971795,0.08297831,1.3374256,0.64510417
1.0375135,0.19067597,2.2258859,1.1033161
1.0925392,0.15211232,2.2970233,1.0114683
0.5221047,0.094284445,1.1484562,0.5698458
0.6376081,0.09951204,1.6271365,0.7139811
0.893046,0.17587039,1.9892375,1.0001906
0.8906078,0.19934867,2.165016,1.2592179
1.0098975,0.17795472,2.112483,1.1050063
0.97261304,0.18464051,2.228087,1.1269679
0.9084442,0.1764938,1.9994154,1.0498537
0.17817852,0.032660335,0.4371558,0.2055705
1.2743182,0.26602256,2.9497104,1.6583403
1.2649838,0.28508726,3.1043408,1.8406024
0.25704747,0.038604956,0.56027126,0.24361537
0.5083323,0.09206102,1.4478742,0.7916211
0.8093656,0.13678336,1.897748,0.9556835
0.5807048,0.09475905,1.3928776,0.6358016
0.9444853,0.19609335,2.3676872,1.3184993
0.83586735,0.11065342,2.178953,0.9389925
1.1194307,0.21768491,2.4285629,1.273752
0.6368568,0.119897336,1.4588933,0.7506393
1.21433,0.22621137,2.633947,1.2891643
1.3101305,0.27834976,3.0468206,1.7592822
0.42832077,0.08820134,1.0619508,0.6153768
0.32739636,0.05618391,0.80115,0.43049842
1.0759416,0.16860376,2.2612107,1.1534551
0.4293955,0.0691965,1.0010561,0.46744287
0.8465614,0.13261881,1.8201616,0.82519096
0.9304086,0.14594328,2.2337599,1.0287915
0.8106187,0.11930531,2.1143172,0.9075369
0.8290348,0.1482338,2.0345852,0.9216624
0.8599943,0.1576303,2.0120738,1.1338271
0.23487005,0.044555537,0.6021365,0.2716777
0.8480766,0.1551767,1.8291513,0.9677199
0.18197092,0.0274178,0.39910975,0.17238036
0.6681884,0.1216665,1.4888668,0.7517224
0.38940984,0.07368164,0.9199471,0.49334562
0.3070351,0.050194427,0.6666827,0.31478944
0.22758496,0.0343499,0.582298,0.25557965
1.1086531,0.22295581,2.4687674,1.3338274
0.7916244,0.12814413,1.6238538,0.827696
0.5292802,0.08776262,1.2523595,0.60236657
1.0862039,0.17605935,2.1695104,1.0584435
0.7523849,0.12491131,1.5771319,0.80252147
0.5114661,0.09525094,1.1799304,0.5897546
1.0921123,0.20741986,2.344655,1.196692
0.34697744,0.05480002,0.7177965,0.32005602
0.9399032,0.14808366,1.9914898,1.0150592
0.47276485,0.06996328,1.1962014,0.5388116
0.82326967,0.13190684,1.6829801,0.8461488
0.3985713,0.062271386,0.823683,0.37942472
0.56260073,0.09985866,1.307706,0.643348
0.7759206,0.13240163,1.8273163,0.90674895
0.9409559,0.16884953,1.9718722,1.0374385
0.9654583,0.2267682,2.3156319,1.3830107
0.59134865,0.09146551,1.2996217,0.6151967
0.2925435,0.05236206,0.6922705,0.3335605
0.25829023,0.03671794,0.5366174,0.23522972
0.82813835,0.1341675,1.6836381,0.84058195
0.41124243,0.065080464,0.89703834,0.39953715
0.8851313,0.17230108,1.96613,0.99169517
1.1143483,0.17121513,2.3040767,0.9967704
0.5306046,0.08610976,1.1119206,0.54907644
0.34176883,0.060738157,0.8089883,0.38175967
0.27011624,0.048883058,0.8629145,0.33777013
0.6760562,0.11713399,1.5670178,0.73786795
0.4147088,0.060819976,0.8761623,0.39043477
0.5987725,0.09694672,1.2984565,0.647003
0.40392497,0.072278515,0.88691306,0.44986084
1.2346393,0.19679688,2.734881,1.3134878
0.40044767,0.06580715,0.8596851,0.42872646
0.25665313,0.041501664,0.56498873,0.2516234
0.50233644,0.09019438,1.1420449,0.58261
0.56066084,0.08862854,1.1806525,0.57649094
0.30169943,0.050696306,0.6502613,0.3038627
0.9689738,0.14625885,2.1146464,0.98713076
0.94126487,0.138055,2.079589,0.9646209
1.2927693,0.33891028,3.4178212,2.2336626
1.2345744,0.20457028,2.4688082,1.2509414
0.6717844,0.13851695,1.522279,0.87520766
0.53941727,0.07937593,1.4698637,0.6175157
0.62516797,0.1294698,1.429413,0.81131613
0.3372491,0.048498943,0.72065383,0.3148666
0.3199628,0.042907067,0.6736181,0.28498203
0.21668936,0.03569382,0.5679853,0.26077595
0.9217154,0.19359721,2.1847231,1.1459713
1.175997,0.20246062,2.4207757,1.2546889
1.017444,0.16061327,2.0855665,1.0638524
1.2933131,0.2474254,2.8751748,1.5682087
1.2478751,0.2378981,2.64717,1.4014251
1.2086786,0.21770908,2.5255532,1.3063409
1.2063998,0.23689993,2.7268524,1.5661261
0.8689295,0.17007373,2.0763407,1.1373876
0.8469883,0.19203976,2.1136618,1.3462332
0.91916263,0.20205478,2.30366,1.3727227
0.78472185,0.15066393,1.7240461,0.89641184
0.44856635,0.08029792,1.1173995,0.55176777
0.34216446,0.07099739,1.146904,0.63845944
1.0448204,0.18357508,2.4425087,1.2957501
1.0795342,0.2181353,2.5668736,1.3601818
0.44241053,0.07780371,0.98779887,0.5040256
0.64104354,0.09365163,1.3893749,0.62954444
0.25208405,0.042892236,0.6543066,0.32666573
1.1333961,0.172411,2.80724,1.2680528
0.59674335,0.08701248,1.5216972,0.6787294
0.3330457,0.050873257,0.7389532,0.34026286
0.72739375,0.12227001,1.7182516,0.8752909
0.3516322,0.061982382,0.83939725,0.4066333
1.2455924,0.20265989,2.5581174,1.3393142
0.45534378,0.083521016,1.016676,0.5314987
1.020411,0.22070017,2.4446943,1.4614425
0.4793351,0.083172016,1.1155645,0.52334297
0.7845846,0.1771236,1.8476745,1.0700185
0.21335438,0.035415635,0.47748667,0.21919034
1.2590293,0.23999372,2.9763885,1.4046457
0.89263165,0.14429574,1.8783903,0.96271217
0.7417517,0.11337369,1.8143123,0.82103086
1.0197518,0.16510698,2.0586934,0.9866856
0.5884769,0.09237028,1.3069565,0.5803907
1.0120234,0.17081544,2.0945117,1.1032944
1.1565945,0.21815433,2.4789271,1.3229457
1.0781212,0.17386352,2.27824,1.0638522
0.853672,0.16732037,1.8749343,0.99965703
0.5794359,0.084922366,1.268037,0.57865316
0.408932,0.06255454,0.9054158,0.41622674
0.21330608,0.037429687,0.54718846,0.24662136
0.80062133,0.15846227,1.8662572,0.9597215
1.0700943,0.17791052,2.5315983,1.1542922
1.0035496,0.18498735,2.175443,1.1568122
0.36050674,0.059773237,0.79178,0.37435943
1.3098971,0.26076818,2.90108,1.5005935
0.2989232,0.048674073,0.64536273,0.29202828
0.9262449,0.19772986,2.4316394,1.3604931
0.6310421,0.10429256,1.4868718,0.762588
0.60113746,0.1029108,1.5651933,0.68933445
0.51185524,0.09173162,1.1451774,0.5830861
1.357391,0.25709775,3.4407463,1.5044833
0.446761,0.06204551,1.1411469,0.5054104
0.36206022,0.07285074,0.94447,0.54856116
0.23036319,0.038752444,0.63777465,0.26762554
0.2525007,0.043031964,0.6949874,0.29336613
0.8433917,0.13373084,1.7491639,0.88311744
1.1739317,0.25202706,2.8894155,1.6553617
0.976196,0.19184491,2.1824484,1.1378863
0.9850642,0.16823477,2.3449059,1.0846323
0.99534637,0.1979137,2.393148,1.2686788
0.4761574,0.08924456,1.1793157,0.5364372
0.6140071,0.10606422,1.4432496,0.69670504
0.23341583,0.04715892,0.82791,0.37041676
1.2089685,0.26371443,2.9239697,1.585716
1.0965937,0.21965341,2.541831,1.3397781
0.44393405,0.066022575,1.1867301,0.496791
0.6898913,0.12055286,1.4597274,0.75929445
0.56912124,0.09438466,1.2470089,0.59089154
0.22005281,0.03959147,0.5934808,0.25774637
0.6357372,0.09840437,1.8861556,0.73530835
0.8613713,0.16266847,1.9860429,0.98218584
0.9448296,0.14594156,1.9201438,0.99493885
0.70238435,0.13143276,1.6323797,0.8666952
0.9634066,0.1904384,2.1797214,1.1011903
0.43905067,0.06209047,1.0060276,0.4406433
0.69469357,0.11716761,1.4833899,0.7577299
1.001202,0.16028087,2.0110884,1.0272205
0.6342166,0.11033914,1.5652562,0.71608955
0.77972084,0.11631717,1.6142381,0.69111526
0.94023806,0.16137828,2.1903143,1.1428331
1.341671,0.27845597,2.9962082,1.6674707
0.4951413,0.08871166,1.1281973,0.5542945
1.1454229,0.19127464,2.6615376,1.3660102
0.5877157,0.09243175,1.3908018,0.63048726
0.3996736,0.06166499,0.94953465,0.46084517
1.0415951,0.17251645,2.4463294,1.1187872
0.8863632,0.13767779,1.7661338,0.77935296
1.2236981,0.24016812,2.9980462,1.3969313
1.2587222,0.23590066,2.9671183,1.385711
0.7378651,0.124553636,1.5431879,0.71918035
0.7222193,0.12934092,1.6309906,0.7771965
0.8294841,0.14725734,1.8957196,0.8992067
1.0285381,0.16693461,2.3676255,1.0978748
0.85801274,0.15009248,2.0319262,1.0441014
0.70437706,0.11488292,1.5202793,0.76846796
0.49542615,0.08681845,1.0818009,0.5274184
1.1346263,0.1961525,2.374508,1.2711593
0.41291788,0.06401093,0.85767686,0.36079276
0.8011894,0.15502086,1.7778888,0.9307985
0.70948756,0.14199756,1.8478006,0.8534649
0.930078,0.18868437,2.2968538,1.2630525
0.7696169,0.15103966,1.8555603,1.0202987
0.7329254,0.1188806,1.7951435,0.81080586
0.5821364,0.0991404,1.5910634,0.6605953
1.1674591,0.2281199,2.912184,1.5046709
0.37412435,0.06018597,0.8337797,0.38954034
0.74470085,0.12887026,1.5560963,0.78909856
1.0184143,0.17852157,2.2351253,1.1288595
0.5071163,0.08426965,1.1190683,0.5375693
1.0016109,0.18460461,2.1171446,1.105257
0.2578717,0.043267094,0.55490506,0.25551423
1.1398734,0.23283711,2.8641272,1.5565209
1.1001195,0.16822995,2.381586,1.1259354
1.3388506,0.27909577,3.0817192,1.6906173
0.57832134,0.09846181,1.2141715,0.5955534
0.9695504,0.14635608,2.0588443,0.94356215
1.1649804,0.21703218,2.4485707,1.2832968
0.35381636,0.056769527,0.7755997,0.36069703
0.23099592,0.03337968,0.50821304,0.21480592
0.7039382,0.13097627,1.6183816,0.7937593
0.16718212,0.02506829,0.35498258,0.1539923
0.68960994,0.1274332,1.6914327,0.8896296
0.6908672,0.10958808,1.3900297,0.6460492
0.31825238,0.045533676,0.82664084,0.3641494
0.24787892,0.042769704,0.55241966,0.26289386
1.2837224,0.25707132,2.8278022,1.5480816
1.2191248,0.23796055,2.5817664,1.3826077
0.37709218,0.063183665,0.8737932,0.39970773
1.045694,0.20282593,2.3040462,1.2243588
0.9085793,0.14223784,2.2008047,1.0419279
1.248962,0.24323134,2.8428576,1.5939369
0.38877982,0.05646125,0.9037948,0.42003903
1.2829034,0.1955709,3.0239027,1.410202
0.4872237,0.0787107,1.2450631,0.5618056
1.2185537,0.23830962,2.974449,1.4747995
0.7183992,0.10550441,1.525695,0.7390552
0.44834816,0.0821968,1.06121,0.5101339
0.57816076,0.104331955,1.4080659,0.70604336
0.86117786,0.14218034,1.7600276,0.89675176
0.8991031,0.16313085,1.9894133,0.9644969
0.6107248,0.11065883,1.3674363,0.702134
1.161337,0.24279425,2.6587145,1.5423886
0.32062978,0.057170782,0.75446624,0.36616307
0.2679462,0.04494485,0.58745944,0.28130862
0.65505546,0.11327887,1.4668562,0.7023154
0.6305453,0.10757804,1.3313624,0.66864043
0.47316018,0.085718095,1.1724916,0.6661505
0.40849158,0.09057718,1.001681,0.59927803
0.30179453,0.055247664,0.7653702,0.3450871
0.9972415,0.16930261,2.033854,1.040721
0.66245484,0.10896185,1.3776417,0.69054735
1.1584994,0.18046178,2.475426,1.1440403
0.64179844,0.09701919,1.5111591,0.70266956
0.1971962,0.031405717,0.48337454,0.22144638
1.351438,0.18961062,3.8563144,1.5208623
0.7964326,0.14037053,1.6795002,0.88400435
0.52735376,0.090873174,1.1197814,0.5734114
0.788188,0.1467075,1.7348847,0.94303745
0.913688,0.15760413,1.9245101,1.0354075
0.7021076,0.1674505,1.8713073,1.1431429
0.570895,0.08910458,1.1911141,0.5815592
0.78418374,0.14908896,1.7144319,0.9084102
0.9264107,0.17750148,2.0505548,1.1290092
1.1843743,0.24857561,2.6430864,1.4818667
0.696959,0.13035935,1.5357782,0.8126768
0.23353854,0.039572306,0.5900267,0.32888064
1.1700625,0.2216695,2.5173938,1.3446299
0.561505,0.08739457,1.1722172,0.5570239
